time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,468.6,114.5,89.8,0,0,,,,
0,2,Atta_2,720.7,1509.3,270.8,0,0,,,,
0,3,Atta_3,476.8,1486.3,271.1,0,0,,,,
0,4,Atta_4,898.8,274.8,79.1,0,0,,,,
-0.367,1,Atta_1,472.1,119.6,89.2,6.2,-0.6,,,,
-0.367,2,Atta_2,724.5,1500.5,270.7,9.6,-0.1,,,,
-0.367,3,Atta_3,469.7,1484.4,269.5,7.3,-1.6,,,,
-0.367,4,Atta_4,893.8,271.9,78.8,-5.8,-0.3,,,,
0.052,1,Atta_1,494.4,131.6,88.3,25.3,-0.9,,,,
0.052,2,Atta_2,755.8,1511.2,270.0,-33.1,-0.7,,,,
0.052,3,Atta_3,481.4,1507.0,269.0,-25.4,-0.5,,,,
0.052,4,Atta_4,797.7,182.2,84.8,-131.5,6.0,,,,
0.156,1,Atta_1,461.5,112.1,88.5,-38.2,0.2,,,,
0.156,2,Atta_2,727.8,1501.0,269.8,29.8,-0.2,,,,
0.156,3,Atta_3,480.2,1480.4,270.7,26.6,1.7,,,,
0.156,4,Atta_4,891.7,271.0,80.7,129.3,-4.1,,,,
0.252,1,Atta_1,478.9,122.9,88.5,20.5,0.0,,,,
0.252,2,Atta_2,735.8,1505.6,270.0,-9.2,0.2,,,,
0.252,3,Atta_3,486.7,1486.4,270.6,-8.8,-0.1,,,,
0.252,4,Atta_4,782.2,173.5,84.8,-146.6,4.1,,,,
0.361,1,Atta_1,467.3,116.4,88.5,-13.3,0.0,,,,
0.361,2,Atta_2,729.8,1507.5,270.9,-6.3,0.9,,,,
0.361,4,Atta_4,770.5,166.7,83.7,-13.5,-1.1,,,,
0.458,1,Atta_1,472.6,120.4,88.8,6.6,0.3,,,,
0.553,1,Atta_1,469.7,117.3,88.1,-4.2,-0.7,,,,
0.553,2,Atta_2,732.4,1501.2,270.3,6.8,-0.6,,,,
