time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,733.3,1462.6,265.6,0,0,,,,
0,2,Atta_2,647.5,93.1,89.0,0,0,,,,
0,3,Atta_3,309.1,41.3,91.6,0,0,,,,
0,4,Atta_4,446.7,1462.1,265.9,0,0,,,,
-0.19,1,Atta_1,724.2,1467.5,265.6,-10.3,0.0,,,,
0.075,2,Atta_2,641.6,90.8,88.9,-6.3,-0.1,,,,
0.075,3,Atta_3,303.0,39.9,91.8,-6.3,0.2,,,,
0.14,1,Atta_1,723.6,1462.7,265.8,4.8,0.2,,,,
0.14,2,Atta_2,637.3,84.7,89.0,-7.5,0.1,,,,
0.14,3,Atta_3,359.4,72.0,90.2,64.9,-1.6,,,,
0.14,4,Atta_4,447.1,1455.8,265.6,6.3,-0.3,,,,
0.254,1,Atta_1,718.2,1458.8,265.8,6.7,0.0,,,,
0.254,2,Atta_2,630.2,82.2,89.0,-7.5,0.0,,,,
0.254,3,Atta_3,352.3,69.5,89.7,-7.5,-0.5,,,,
0.254,4,Atta_4,436.4,1454.9,265.7,10.7,0.1,,,,
0.332,3,Atta_3,346.7,66.7,89.7,-6.3,0.0,,,,
0.408,1,Atta_1,730.3,1463.6,265.7,-13.0,-0.1,,,,
0.408,2,Atta_2,650.2,94.4,88.5,23.4,-0.5,,,,
0.408,3,Atta_3,336.4,57.2,91.5,-14.0,1.8,,,,
0.408,4,Atta_4,445.5,1463.1,265.4,-12.2,-0.3,,,,
0.474,3,Atta_3,308.1,40.7,91.5,-32.8,0.0,,,,
0.535,1,Atta_1,723.9,1460.2,265.8,7.2,0.1,,,,
0.535,2,Atta_2,634.3,84.4,89.1,-18.8,0.6,,,,
0.535,3,Atta_3,330.0,53.8,91.5,25.5,0.0,,,,
0.535,4,Atta_4,457.5,1445.2,266.8,21.6,1.4,,,,
0.594,2,Atta_2,629.5,78.2,89.7,-7.8,0.6,,,,
0.594,3,Atta_3,318.8,47.4,91.5,-12.9,0.0,,,,
0.66,3,Atta_3,362.1,74.4,89.7,51.0,-1.8,,,,
0.722,3,Atta_3,319.7,48.4,92.1,-49.7,2.4,,,,
0.722,4,Atta_4,447.1,1455.5,265.6,-14.6,-1.2,,,,
0.775,1,Atta_1,719.3,1465.2,265.7,-6.8,-0.1,,,,
0.775,3,Atta_3,316.0,47.0,91.8,-4.0,-0.3,,,,
0.896,1,Atta_1,722.5,1462.4,265.8,4.3,0.1,,,,
0.896,2,Atta_2,638.5,88.9,89.1,14.0,-0.6,,,,
0.896,4,Atta_4,454.9,1449.3,266.3,10.0,0.7,,,,
0.953,4,Atta_4,444.6,1455.9,265.8,-12.2,-0.5,,,,
1.007,1,Atta_1,719.4,1452.8,266.5,10.1,0.7,,,,
1.007,2,Atta_2,628.6,83.7,89.0,-11.2,-0.1,,,,
1.007,3,Atta_3,304.7,41.6,91.6,-12.5,-0.2,,,,
1.007,4,Atta_4,450.5,1441.0,266.4,16.0,0.6,,,,
1.096,1,Atta_1,728.6,1448.4,266.8,10.2,0.3,,,,
1.096,3,Atta_3,311.2,44.2,91.6,7.0,0.0,,,,
1.096,4,Atta_4,434.2,1455.0,265.9,-21.5,-0.5,,,,
1.176,4,Atta_4,449.5,1446.6,267.0,17.5,1.1,,,,
1.249,2,Atta_2,635.2,86.7,88.9,7.2,-0.1,,,,
1.249,3,Atta_3,355.5,71.9,89.1,52.2,-2.5,,,,
1.249,4,Atta_4,436.9,1452.5,265.9,-13.9,-1.1,,,,
1.321,1,Atta_1,723.2,1445.9,266.8,6.0,0.0,,,,
1.321,2,Atta_2,630.3,84.4,88.9,-5.4,0.0,,,,
1.321,3,Atta_3,350.6,69.6,89.5,-5.4,0.4,,,,
1.321,4,Atta_4,437.9,1446.2,266.6,6.4,0.7,,,,
1.386,1,Atta_1,717.1,1451.4,266.4,-8.2,-0.4,,,,
1.386,2,Atta_2,623.7,78.3,88.9,-9.0,0.0,,,,
1.386,3,Atta_3,356.7,72.3,89.5,6.7,0.0,,,,
1.386,4,Atta_4,432.0,1450.2,265.8,-7.1,-0.8,,,,
1.457,1,Atta_1,725.1,1458.8,265.7,-10.9,-0.7,,,,
1.457,2,Atta_2,634.8,83.5,89.3,12.3,0.4,,,,
1.457,3,Atta_3,367.8,77.5,89.7,12.3,0.2,,,,
1.457,4,Atta_4,440.9,1456.7,266.0,-11.0,0.2,,,,
1.53,1,Atta_1,729.3,1461.3,265.7,-4.9,0.0,,,,
1.53,2,Atta_2,640.2,86.6,89.3,6.2,0.0,,,,
1.53,3,Atta_3,363.4,74.9,90.0,-5.1,0.3,,,,
1.53,4,Atta_4,440.1,1462.1,265.8,-5.5,-0.2,,,,
1.595,2,Atta_2,643.2,90.6,89.3,5.0,0.0,,,,
1.595,3,Atta_3,321.7,50.3,91.3,-48.4,1.3,,,,
1.659,1,Atta_1,724.8,1466.1,265.5,-6.6,-0.2,,,,
1.659,2,Atta_2,640.7,87.0,89.3,-4.4,0.0,,,,
1.659,3,Atta_3,311.8,44.3,91.3,-11.6,0.0,,,,
1.659,4,Atta_4,444.5,1460.3,265.8,4.8,0.0,,,,
1.719,1,Atta_1,731.6,1465.2,265.7,6.9,0.2,,,,
1.719,2,Atta_2,648.2,93.5,88.9,9.9,-0.4,,,,
1.719,3,Atta_3,315.7,46.0,91.2,4.3,-0.1,,,,
1.719,4,Atta_4,459.5,1454.0,266.5,16.3,0.7,,,,
1.772,1,Atta_1,719.5,1462.8,265.9,12.3,0.2,,,,
1.772,2,Atta_2,630.8,79.7,89.7,-22.2,0.8,,,,
1.772,4,Atta_4,450.2,1451.5,266.5,9.6,0.0,,,,
1.828,1,Atta_1,731.2,1466.2,265.9,-12.2,0.0,,,,
1.828,2,Atta_2,645.2,89.8,89.1,17.6,-0.6,,,,
1.828,3,Atta_3,323.8,49.2,92.3,8.7,1.1,,,,
1.828,4,Atta_4,459.8,1456.4,266.5,-10.8,0.0,,,,
1.901,1,Atta_1,704.5,1452.7,265.9,29.9,0.0,,,,
1.901,2,Atta_2,618.5,76.3,89.1,-29.9,0.0,,,,
1.901,3,Atta_3,297.7,35.7,92.3,-29.4,0.0,,,,
1.901,4,Atta_4,434.1,1442.9,266.5,29.0,0.0,,,,
1.976,1,Atta_1,733.5,1463.9,265.7,-31.1,-0.2,,,,
1.976,2,Atta_2,645.1,89.7,89.1,29.8,0.0,,,,
1.976,3,Atta_3,373.6,79.8,90.5,87.8,-1.8,,,,
1.976,4,Atta_4,463.3,1452.2,266.8,-30.6,0.3,,,,
2.041,1,Atta_1,718.0,1456.4,265.8,17.2,0.1,,,,
2.041,2,Atta_2,638.7,89.8,88.7,-6.4,-0.4,,,,
2.041,3,Atta_3,358.1,72.3,90.5,-17.2,0.0,,,,
