time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,248.9,329.0,1.8,0,0,,,,
0,2,Atta_2,202.8,532.3,0.8,0,0,,,,
0,3,Atta_3,200.3,793.7,358.2,0,0,,,,
0,4,Atta_4,194.1,1090.9,0.6,0,0,,,,
0,5,Atta_5,147.8,1311.7,1.5,0,0,,,,
0,6,Atta_6,191.8,1512.3,356.8,0,0,,,,
0,7,Atta_7,219.9,1784.1,0.3,0,0,,,,
0,8,Atta_8,215.3,2039.2,7.1,0,0,,,,
0,9,Atta_9,177.3,2260.8,357.0,0,0,,,,
0,10,Atta_10,178.2,2559.2,358.6,0,0,,,,
-0.304,1,Atta_1,203.3,311.0,357.0,-49.0,-4.8,,,,
-0.304,2,Atta_2,202.7,539.8,358.1,7.5,-2.7,,,,
-0.304,3,Atta_3,188.1,815.4,0.2,-24.9,2.0,,,,
-0.304,4,Atta_4,181.8,1017.6,0.7,-74.3,0.1,,,,
-0.304,5,Atta_5,174.4,1280.8,0.8,40.8,-0.7,,,,
-0.304,6,Atta_6,195.8,1557.4,0.7,45.3,3.9,,,,
-0.304,7,Atta_7,219.1,1791.3,354.8,-7.2,-5.5,,,,
-0.304,8,Atta_8,194.6,2037.8,357.9,-20.7,-9.2,,,,
-0.304,9,Atta_9,243.4,2320.8,359.4,89.3,2.4,,,,
-0.304,10,Atta_10,203.6,2502.7,359.7,61.9,1.1,,,,
0.029,1,Atta_1,188.6,246.7,335.1,-66.0,-21.9,,,,
0.029,2,Atta_2,206.1,573.6,337.2,34.0,-20.9,,,,
0.029,3,Atta_3,152.8,749.6,339.3,-74.7,-20.9,,,,
0.029,4,Atta_4,238.1,1041.2,336.3,61.0,-24.4,,,,
0.029,5,Atta_5,206.9,1266.7,336.8,35.4,-24.0,,,,
0.029,6,Atta_6,177.8,1572.9,340.3,-23.8,-20.4,,,,
0.029,7,Atta_7,245.8,1809.6,337.0,32.4,-17.8,,,,
