time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,244.0,295.2,357.8,0,0,,,,
0,2,Atta_2,204.2,538.2,1.3,0,0,,,,
0,3,Atta_3,158.6,754.0,2.1,0,0,,,,
0,4,Atta_4,189.9,1001.3,358.4,0,0,,,,
0,5,Atta_5,250.9,1272.5,358.0,0,0,,,,
0,6,Atta_6,188.8,1504.1,0.0,0,0,,,,
0,7,Atta_7,215.8,1818.5,0.2,0,0,,,,
0,8,Atta_8,234.6,1956.0,0.6,0,0,,,,
0,9,Atta_9,183.6,2266.1,359.7,0,0,,,,
0,10,Atta_10,181.0,2473.5,0.6,0,0,,,,
-0.269,1,Atta_1,224.0,229.5,1.1,-68.7,3.3,,,,
-0.269,2,Atta_2,222.3,492.0,0.9,49.6,-0.4,,,,
-0.269,3,Atta_3,248.1,746.5,356.6,89.8,-5.5,,,,
-0.269,4,Atta_4,198.1,1031.1,2.9,30.9,4.5,,,,
-0.269,5,Atta_5,189.3,1243.6,1.5,-68.0,3.5,,,,
-0.269,6,Atta_6,198.8,1524.8,357.9,23.0,-2.1,,,,
-0.269,7,Atta_7,169.9,1807.2,359.8,-47.3,-0.4,,,,
-0.269,8,Atta_8,208.1,2042.8,358.9,-90.8,-1.7,,,,
-0.269,9,Atta_9,185.1,2289.1,358.5,23.0,-1.2,,,,
-0.269,10,Atta_10,223.6,2510.5,1.7,56.4,1.1,,,,
0.039,1,Atta_1,193.1,289.4,341.2,-67.4,-19.9,,,,
0.039,2,Atta_2,187.7,529.4,342.7,-51.0,-18.2,,,,
0.039,3,Atta_3,203.3,764.0,340.1,-48.1,-16.5,,,,
0.039,4,Atta_4,203.4,1048.9,339.7,18.6,-23.2,,,,
0.039,5,Atta_5,209.5,1299.5,339.7,59.4,-21.8,,,,
0.039,6,Atta_6,214.1,1538.2,343.4,20.3,-14.5,,,,
