time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,142.6,307.0,1.6,0,0,,,,
0,2,Atta_2,246.0,543.5,0.4,0,0,,,,
0,3,Atta_3,212.9,758.4,3.6,0,0,,,,
0,4,Atta_4,200.0,1024.4,359.8,0,0,,,,
0,5,Atta_5,208.9,1279.4,1.9,0,0,,,,
0,6,Atta_6,218.6,1505.6,356.5,0,0,,,,
0,7,Atta_7,184.5,1769.6,0.4,0,0,,,,
0,8,Atta_8,195.0,1963.3,1.9,0,0,,,,
0,9,Atta_9,192.6,2255.8,356.2,0,0,,,,
0,10,Atta_10,170.5,2506.2,1.3,0,0,,,,
-0.301,1,Atta_1,197.6,275.6,2.4,63.3,0.8,,,,
-0.301,2,Atta_2,169.9,498.4,359.0,-88.5,-1.4,,,,
-0.301,3,Atta_3,251.0,747.8,356.8,39.5,-6.8,,,,
-0.301,4,Atta_4,230.2,1035.8,357.7,32.3,-2.1,,,,
-0.301,5,Atta_5,157.4,1266.4,359.6,-53.1,-2.3,,,,
-0.301,6,Atta_6,169.1,1553.6,357.8,-69.0,1.3,,,,
-0.301,7,Atta_7,194.2,1802.1,357.2,33.9,-3.2,,,,
-0.301,8,Atta_8,228.0,2087.5,357.2,128.5,-4.7,,,,
-0.301,9,Atta_9,160.7,2234.3,356.8,-38.5,0.6,,,,
-0.301,10,Atta_10,152.2,2483.3,1.6,-29.3,0.3,,,,
0.039,1,Atta_1,180.1,244.5,341.5,-35.7,-20.9,,,,
0.039,2,Atta_2,211.0,535.4,335.3,55.3,-23.7,,,,
0.039,3,Atta_3,202.9,784.8,336.6,-60.7,-20.2,,,,
0.039,4,Atta_4,235.8,1018.6,335.0,18.1,-22.7,,,,
0.039,5,Atta_5,196.5,1320.3,336.0,66.6,-23.6,,,,
0.039,6,Atta_6,231.6,1482.6,336.5,94.6,-21.3,,,,
0.039,7,Atta_7,211.5,1764.8,338.6,41.1,-18.6,,,,
0.039,8,Atta_8,178.2,2043.8,335.1,-66.3,-22.1,,,,
0.039,9,Atta_9,159.6,2276.1,335.4,-41.8,-21.4,,,,
0.039,10,Atta_10,264.6,2550.6,333.7,131.0,-27.9,,,,
0.098,1,Atta_1,235.9,275.7,330.2,63.9,-11.3,,,,
0.098,2,Atta_2,203.3,489.4,329.0,46.6,-6.3,,,,
0.098,3,Atta_3,152.3,808.5,332.6,-55.9,-4.0,,,,
0.098,4,Atta_4,167.4,980.4,333.3,-78.3,-1.7,,,,
0.098,5,Atta_5,221.8,1289.4,331.4,39.9,-4.6,,,,
0.098,6,Atta_6,226.3,1507.0,327.0,-25.0,-9.5,,,,
0.098,7,Atta_7,197.0,1773.3,331.1,-16.8,-7.5,,,,
0.098,8,Atta_8,208.7,2088.2,333.5,53.9,-1.6,,,,
0.098,9,Atta_9,218.4,2233.8,331.8,72.4,-3.6,,,,
0.098,10,Atta_10,182.2,2522.2,329.1,-87.2,-4.6,,,,
0.167,1,Atta_1,177.4,216.0,324.0,-83.6,-6.2,,,,
0.167,2,Atta_2,195.9,502.2,324.2,-14.8,-4.8,,,,
0.167,3,Atta_3,166.6,760.9,327.3,49.7,-5.3,,,,
