time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,204.0,278.1,358.8,0,0,,,,
0,2,Atta_2,254.0,465.0,359.8,0,0,,,,
0,3,Atta_3,207.5,811.3,358.5,0,0,,,,
0,4,Atta_4,192.8,1038.7,358.6,0,0,,,,
0,5,Atta_5,143.6,1232.6,5.3,0,0,,,,
0,6,Atta_6,204.8,1526.8,2.9,0,0,,,,
0,7,Atta_7,237.3,1773.8,357.7,0,0,,,,
0,8,Atta_8,207.9,1991.5,0.7,0,0,,,,
0,9,Atta_9,211.1,2293.3,4.3,0,0,,,,
0,10,Atta_10,215.5,2532.0,1.5,0,0,,,,
-0.266,1,Atta_1,263.5,225.3,1.1,79.5,2.3,,,,
-0.266,2,Atta_2,194.4,471.1,0.2,-59.9,0.4,,,,
-0.266,3,Atta_3,179.7,817.6,2.9,-28.5,4.4,,,,
-0.266,4,Atta_4,253.7,986.1,355.8,80.5,-2.8,,,,
-0.266,5,Atta_5,199.5,1248.8,357.4,58.2,-7.9,,,,
-0.266,6,Atta_6,252.7,1566.3,358.6,62.1,-4.3,,,,
-0.266,7,Atta_7,210.8,1848.2,358.3,-79.0,0.6,,,,
-0.266,8,Atta_8,219.5,1992.9,356.4,11.7,-4.3,,,,
-0.266,9,Atta_9,188.1,2258.9,359.0,-41.4,-5.3,,,,
-0.266,10,Atta_10,164.2,2517.4,1.3,-53.3,-0.2,,,,
0.04,1,Atta_1,177.1,320.9,337.6,-128.9,-23.5,,,,
0.04,2,Atta_2,207.6,549.9,335.2,79.9,-25.0,,,,
0.04,3,Atta_3,218.1,806.8,335.3,39.9,-27.6,,,,
0.04,4,Atta_4,248.4,982.4,338.2,-6.5,-17.6,,,,
0.04,5,Atta_5,199.0,1257.1,341.8,-8.3,-15.6,,,,
0.04,6,Atta_6,180.7,1519.6,336.6,-85.8,-22.0,,,,
0.04,7,Atta_7,175.0,1830.8,335.2,-39.8,-23.1,,,,
0.04,8,Atta_8,164.2,1987.3,337.1,-55.6,-19.3,,,,
0.04,9,Atta_9,149.9,2310.0,340.4,-63.8,-18.6,,,,
0.04,10,Atta_10,147.3,2513.0,337.8,-17.5,-23.5,,,,
0.098,1,Atta_1,173.9,262.1,331.5,58.9,-6.1,,,,
0.098,2,Atta_2,219.9,488.4,333.3,62.7,-1.9,,,,
0.098,3,Atta_3,207.0,730.9,334.4,76.7,-0.9,,,,
0.098,4,Atta_4,162.5,1075.7,339.9,-126.8,1.7,,,,
0.098,5,Atta_5,153.7,1264.4,334.9,-45.9,-6.9,,,,
0.098,6,Atta_6,175.5,1536.7,332.5,-17.9,-4.1,,,,
0.098,7,Atta_7,245.8,1755.2,334.0,103.6,-1.2,,,,
0.098,8,Atta_8,194.0,1992.7,331.0,30.3,-6.1,,,,
0.098,9,Atta_9,185.2,2258.4,331.1,62.5,-9.3,,,,
0.098,10,Atta_10,152.5,2571.8,335.6,-59.0,-2.2,,,,
0.164,1,Atta_1,265.3,216.4,331.4,102.2,-0.1,,,,
0.164,2,Atta_2,176.7,519.1,328.6,-53.0,-4.7,,,,
0.164,3,Atta_3,180.4,749.1,326.8,-32.2,-7.6,,,,
0.164,4,Atta_4,197.1,1020.2,328.1,65.4,-11.8,,,,
0.164,5,Atta_5,184.4,1308.6,325.7,53.8,-9.2,,,,
0.164,6,Atta_6,211.4,1533.1,325.0,36.1,-7.5,,,,
0.164,7,Atta_7,212.8,1783.8,330.1,-43.7,-3.9,,,,
0.164,8,Atta_8,184.7,2025.1,328.3,-33.7,-2.7,,,,
0.164,9,Atta_9,179.8,2265.0,329.1,-8.5,-2.0,,,,
0.164,10,Atta_10,213.8,2581.7,328.7,62.1,-6.9,,,,
0.233,1,Atta_1,162.5,281.0,323.5,-121.4,-7.9,,,,
0.233,2,Atta_2,214.3,492.3,325.2,46.2,-3.4,,,,
0.233,3,Atta_3,157.3,792.3,323.8,-49.0,-3.0,,,,
0.233,4,Atta_4,166.5,981.0,317.8,-49.7,-10.3,,,,
0.233,5,Atta_5,204.5,1319.7,326.0,23.0,0.3,,,,
0.233,6,Atta_6,252.7,1536.2,327.2,41.4,2.2,,,,
0.233,7,Atta_7,197.1,1749.5,325.5,37.7,-4.6,,,,
0.233,8,Atta_8,243.5,2047.1,326.8,62.8,-1.5,,,,
0.233,9,Atta_9,251.1,2299.3,323.7,79.1,-5.4,,,,
0.233,10,Atta_10,272.3,2523.1,323.6,82.8,-5.1,,,,
0.301,1,Atta_1,192.6,239.2,315.5,51.5,-8.0,,,,
0.301,2,Atta_2,222.9,500.2,318.5,11.7,-6.7,,,,
0.301,3,Atta_3,196.6,815.0,316.8,45.4,-7.0,,,,
0.301,4,Atta_4,175.6,983.8,320.6,9.5,2.8,,,,
0.301,5,Atta_5,209.6,1321.1,317.0,5.3,-9.0,,,,
0.301,6,Atta_6,264.8,1507.4,318.4,31.2,-8.8,,,,
0.301,7,Atta_7,166.8,1770.4,320.7,-36.8,-4.8,,,,
0.301,8,Atta_8,225.4,2093.2,321.1,-49.5,-5.7,,,,
0.301,9,Atta_9,229.3,2315.1,321.9,-26.9,-1.8,,,,
0.301,10,Atta_10,182.2,2526.8,322.0,-90.2,-1.6,,,,
