time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,234.3,318.6,2.5,0,0,,,,
0,2,Atta_2,162.7,552.6,0.2,0,0,,,,
0,3,Atta_3,183.7,768.7,3.5,0,0,,,,
0,4,Atta_4,176.7,1031.7,359.1,0,0,,,,
0,5,Atta_5,198.9,1277.0,2.0,0,0,,,,
0,6,Atta_6,163.3,1510.8,358.8,0,0,,,,
0,7,Atta_7,195.6,1828.3,358.5,0,0,,,,
0,8,Atta_8,208.7,2080.1,356.1,0,0,,,,
0,9,Atta_9,210.1,2306.8,358.1,0,0,,,,
0,10,Atta_10,230.0,2482.5,357.8,0,0,,,,
-0.27,1,Atta_1,178.1,284.8,358.3,-65.6,-4.2,,,,
-0.27,2,Atta_2,162.7,557.6,353.8,5.0,-6.4,,,,
-0.27,3,Atta_3,196.9,720.8,0.6,49.7,-2.9,,,,
-0.27,4,Atta_4,220.6,1043.4,355.5,45.4,-3.6,,,,
-0.27,5,Atta_5,206.1,1242.6,359.4,35.1,-2.6,,,,
-0.27,6,Atta_6,219.1,1535.4,359.2,61.0,0.4,,,,
-0.27,7,Atta_7,194.2,1744.1,356.5,84.2,-2.0,,,,
-0.27,8,Atta_8,262.6,1951.9,359.3,139.1,3.2,,,,
-0.27,9,Atta_9,214.7,2263.0,358.6,44.0,0.5,,,,
-0.27,10,Atta_10,174.2,2574.7,357.8,-107.8,0.0,,,,
0.029,1,Atta_1,257.0,287.7,337.5,79.0,-20.8,,,,
0.029,2,Atta_2,195.4,524.4,332.8,46.6,-21.0,,,,
0.029,3,Atta_3,149.9,753.2,336.5,-57.1,-24.1,,,,
0.029,4,Atta_4,188.9,1096.4,334.2,-61.8,-21.3,,,,
0.029,5,Atta_5,163.0,1287.0,335.7,-61.9,-23.7,,,,
0.029,6,Atta_6,168.3,1591.3,333.7,-75.5,-25.5,,,,
0.029,7,Atta_7,232.7,1758.7,334.6,41.2,-21.9,,,,
0.029,8,Atta_8,215.6,2050.5,336.8,-109.2,-22.5,,,,
0.029,9,Atta_9,214.2,2271.0,335.9,-8.0,-22.7,,,,
0.029,10,Atta_10,192.3,2491.2,336.5,85.4,-21.3,,,,
0.094,1,Atta_1,171.3,288.4,328.5,-85.7,-9.0,,,,
0.094,2,Atta_2,196.3,502.0,331.1,22.4,-1.7,,,,
0.094,3,Atta_3,216.8,771.0,331.9,69.2,-4.6,,,,
0.094,4,Atta_4,164.1,1041.5,328.0,60.2,-6.2,,,,
0.094,5,Atta_5,205.0,1292.9,328.2,42.4,-7.5,,,,
0.094,6,Atta_6,149.8,1565.7,330.3,-31.6,-3.4,,,,
0.094,7,Atta_7,230.6,1784.0,331.7,-25.4,-2.9,,,,
0.094,8,Atta_8,200.3,2051.1,332.0,-15.3,-4.8,,,,
0.094,9,Atta_9,212.9,2292.5,327.7,-21.5,-8.2,,,,
0.094,10,Atta_10,190.4,2588.8,327.9,-97.6,-8.6,,,,
0.159,1,Atta_1,207.8,248.9,325.0,53.8,-3.5,,,,
0.159,2,Atta_2,195.1,560.4,326.1,-58.4,-5.0,,,,
0.159,3,Atta_3,196.6,778.9,329.7,-21.7,-2.2,,,,
0.159,4,Atta_4,172.8,1023.9,327.4,19.6,-0.6,,,,
0.159,5,Atta_5,188.1,1234.2,327.2,61.1,-1.0,,,,
0.159,6,Atta_6,185.3,1508.8,326.3,67.1,-4.0,,,,
0.159,7,Atta_7,209.8,1774.1,324.8,-23.0,-6.9,,,,
0.159,8,Atta_8,180.0,2064.2,327.3,-24.2,-4.7,,,,
0.159,9,Atta_9,215.4,2299.8,327.5,-7.7,-0.2,,,,
0.159,10,Atta_10,172.7,2497.9,324.3,92.6,-3.6,,,,
0.225,1,Atta_1,244.4,276.0,322.5,45.5,-2.5,,,,
0.225,2,Atta_2,192.2,484.2,319.0,76.3,-7.1,,,,
0.225,3,Atta_3,211.6,825.3,324.6,-48.8,-5.1,,,,
0.225,4,Atta_4,215.3,1051.1,319.6,50.5,-7.8,,,,
0.225,5,Atta_5,205.6,1262.7,319.1,-33.4,-8.1,,,,
0.225,6,Atta_6,182.8,1525.4,322.8,-16.8,-3.5,,,,
0.225,7,Atta_7,219.7,1798.2,321.2,-26.1,-3.6,,,,
0.225,8,Atta_8,208.0,2051.4,322.9,30.8,-4.4,,,,
0.225,9,Atta_9,201.5,2285.0,324.4,-20.3,-3.1,,,,
0.225,10,Atta_10,199.5,2552.0,322.6,-60.4,-1.7,,,,
0.339,1,Atta_1,241.8,291.7,311.6,-15.9,-10.9,,,,
0.339,2,Atta_2,195.5,491.9,316.2,-8.4,-2.8,,,,
0.339,3,Atta_3,264.5,802.7,316.4,57.5,-8.2,,,,
0.339,4,Atta_4,202.6,1010.5,317.1,42.5,-2.5,,,,
0.339,5,Atta_5,225.4,1248.1,317.0,24.6,-2.1,,,,
0.339,6,Atta_6,203.9,1550.7,320.1,32.9,-2.7,,,,
0.339,7,Atta_7,186.2,1828.8,315.5,-45.4,-5.7,,,,
0.339,8,Atta_8,186.8,2075.9,317.5,-32.4,-5.4,,,,
0.339,9,Atta_9,206.8,2294.9,315.3,-11.2,-9.1,,,,
0.339,10,Atta_10,200.8,2525.3,316.0,26.7,-6.6,,,,
0.41,1,Atta_1,184.4,306.4,310.7,-59.3,-0.9,,,,
0.41,2,Atta_2,182.0,538.0,310.4,-48.0,-5.8,,,,
0.41,3,Atta_3,167.6,739.3,309.8,-115.8,-6.6,,,,
0.41,4,Atta_4,230.1,962.5,315.4,55.3,-1.7,,,,
