time,idrobot,robot,x,y,angle,linearDisplacement,angularDisplacement,ekf_x,ekf_y,ekf_angle,ekf_age_ms
0,1,Atta_1,175.4,332.8,359.8,0,0,,,,
0,2,Atta_2,165.4,536.0,359.7,0,0,,,,
0,3,Atta_3,206.4,722.4,358.8,0,0,,,,
0,4,Atta_4,248.2,944.9,358.7,0,0,,,,
0,5,Atta_5,207.7,1262.7,4.6,0,0,,,,
0,6,Atta_6,205.5,1540.4,359.7,0,0,,,,
0,7,Atta_7,194.8,1740.2,1.1,0,0,,,,
0,8,Atta_8,180.9,2000.6,357.2,0,0,,,,
0,9,Atta_9,157.8,2308.6,1.8,0,0,,,,
0,10,Atta_10,168.6,2561.0,358.4,0,0,,,,
-0.268,1,Atta_1,232.6,212.2,359.8,133.5,0.0,,,,
-0.268,2,Atta_2,220.4,453.3,358.0,99.3,-1.7,,,,
-0.268,3,Atta_3,161.7,791.8,2.0,-82.5,3.2,,,,
-0.268,4,Atta_4,193.7,1033.2,358.2,-103.8,-0.5,,,,
-0.268,5,Atta_5,220.1,1320.8,355.7,59.4,-8.9,,,,
-0.268,6,Atta_6,225.5,1498.3,356.0,46.6,-3.7,,,,
-0.268,7,Atta_7,204.1,1800.5,358.1,61.0,-3.0,,,,
-0.268,8,Atta_8,220.8,2004.9,2.7,40.1,5.5,,,,
-0.268,9,Atta_9,201.9,2273.6,357.0,56.3,-4.8,,,,
-0.268,10,Atta_10,200.8,2535.3,359.3,41.2,0.9,,,,
0.039,1,Atta_1,260.1,310.8,332.8,102.4,-27.0,,,,
0.039,2,Atta_2,225.4,507.6,335.0,54.5,-23.0,,,,
0.039,3,Atta_3,188.5,727.4,336.9,69.8,-25.1,,,,
0.039,4,Atta_4,232.1,1014.0,340.1,42.9,-18.1,,,,
0.039,5,Atta_5,204.1,1324.7,338.4,-16.5,-17.3,,,,
0.039,6,Atta_6,200.6,1575.9,334.6,-81.5,-21.4,,,,
0.039,7,Atta_7,216.3,1765.4,334.1,37.2,-24.0,,,,
0.039,8,Atta_8,185.8,2042.4,340.6,-51.3,-22.1,,,,
0.039,9,Atta_9,239.0,2263.0,337.2,38.6,-19.8,,,,
0.039,10,Atta_10,154.9,2549.7,337.1,-48.1,-22.2,,,,
0.097,1,Atta_1,207.5,226.9,328.4,-99.0,-4.4,,,,
0.097,2,Atta_2,183.4,567.8,331.8,-73.4,-3.2,,,,
0.097,3,Atta_3,235.4,764.9,332.6,60.0,-4.3,,,,
0.097,4,Atta_4,203.1,1044.7,331.8,-42.2,-8.3,,,,
0.097,5,Atta_5,237.5,1269.4,333.8,64.6,-4.6,,,,
0.097,6,Atta_6,213.1,1481.3,330.7,95.4,-3.9,,,,
0.097,7,Atta_7,190.1,1756.9,330.3,-27.5,-3.8,,,,
0.097,8,Atta_8,203.1,1948.1,336.0,95.9,-4.6,,,,
0.097,9,Atta_9,190.9,2295.9,335.2,-58.3,-2.0,,,,
0.097,10,Atta_10,219.1,2524.8,331.1,68.9,-6.0,,,,
0.166,1,Atta_1,225.3,256.9,324.4,-34.9,-4.0,,,,
0.166,2,Atta_2,165.5,521.5,327.6,49.6,-4.2,,,,
0.166,3,Atta_3,243.6,771.0,326.6,10.2,-6.0,,,,
0.166,4,Atta_4,183.2,974.3,328.9,73.2,-2.9,,,,
0.166,5,Atta_5,149.2,1338.9,325.9,-112.4,-7.9,,,,
0.166,6,Atta_6,225.2,1500.5,328.4,22.7,-2.3,,,,
0.166,7,Atta_7,174.5,1759.3,329.9,-15.8,-0.4,,,,
0.166,8,Atta_8,216.8,1987.8,330.9,-42.0,-5.1,,,,
0.166,9,Atta_9,205.4,2299.1,329.3,14.8,-5.9,,,,
0.166,10,Atta_10,248.4,2482.2,330.8,51.7,-0.3,,,,
0.232,1,Atta_1,250.4,266.3,323.5,26.8,-0.9,,,,
0.232,2,Atta_2,233.1,535.3,323.0,69.0,-4.6,,,,
0.232,3,Atta_3,154.6,745.1,326.5,-92.7,-0.1,,,,
0.232,4,Atta_4,175.4,1020.0,326.1,-46.4,-2.8,,,,
0.232,5,Atta_5,209.3,1280.5,321.5,83.8,-4.4,,,,
0.232,6,Atta_6,247.7,1537.3,322.2,-43.1,-6.2,,,,
0.232,7,Atta_7,210.8,1776.3,323.4,40.1,-6.5,,,,
0.232,8,Atta_8,141.0,1977.7,324.9,-76.5,-6.0,,,,
0.232,9,Atta_9,163.4,2259.6,325.3,-57.7,-4.0,,,,
0.232,10,Atta_10,192.5,2517.3,323.7,-66.0,-7.1,,,,
0.299,1,Atta_1,187.8,239.4,319.5,-68.1,-4.0,,,,
0.299,2,Atta_2,142.4,535.1,322.7,-90.7,-0.3,,,,
0.299,3,Atta_3,190.3,791.3,317.0,58.4,-9.5,,,,
0.299,4,Atta_4,161.4,1065.5,320.8,-47.6,-5.3,,,,
0.299,5,Atta_5,187.2,1325.5,323.4,-50.1,1.9,,,,
0.299,6,Atta_6,225.5,1557.0,322.1,-29.7,-0.1,,,,
0.299,7,Atta_7,239.5,1777.6,321.1,28.7,-2.3,,,,
0.299,8,Atta_8,228.7,2001.2,319.8,90.8,-5.1,,,,
0.299,9,Atta_9,184.6,2299.3,316.4,-45.0,-8.9,,,,
0.299,10,Atta_10,151.2,2508.2,322.2,-42.3,-1.5,,,,
0.35,1,Atta_1,226.1,336.5,313.5,-104.4,-6.0,,,,
0.35,2,Atta_2,213.3,502.9,318.4,77.9,-4.3,,,,
0.35,3,Atta_3,176.0,764.8,316.4,30.1,-0.6,,,,
0.35,4,Atta_4,219.8,1020.3,316.0,73.8,-4.8,,,,
0.35,5,Atta_5,209.8,1251.6,316.6,77.3,-6.8,,,,
0.35,6,Atta_6,236.3,1512.5,315.1,45.8,-7.0,,,,
0.35,7,Atta_7,238.0,1743.5,313.0,34.1,-8.1,,,,
0.35,8,Atta_8,225.6,2019.7,315.4,-18.8,-4.4,,,,
0.35,9,Atta_9,186.4,2270.4,314.5,29.0,-1.9,,,,
0.35,10,Atta_10,222.7,2454.6,311.5,89.4,-10.7,,,,
0.483,1,Atta_1,256.7,220.3,307.5,120.2,-6.0,,,,
0.483,2,Atta_2,170.6,515.8,310.9,-44.6,-7.5,,,,
0.483,3,Atta_3,174.2,798.3,304.9,-33.5,-11.5,,,,
0.483,4,Atta_4,213.2,964.8,308.7,55.9,-7.3,,,,
0.483,5,Atta_5,217.7,1269.5,309.3,-19.6,-7.3,,,,
0.483,6,Atta_6,188.2,1541.8,313.1,-56.3,-2.0,,,,
0.483,7,Atta_7,213.2,1811.7,309.5,-72.6,-3.5,,,,
0.483,8,Atta_8,221.9,2009.8,308.2,10.6,-7.2,,,,
0.483,9,Atta_9,228.3,2245.3,309.0,48.8,-5.5,,,,
0.483,10,Atta_10,193.3,2472.5,310.5,-34.4,-1.0,,,,
0.549,1,Atta_1,242.4,238.9,301.4,-23.5,-6.1,,,,
0.549,2,Atta_2,239.8,485.5,300.4,75.5,-10.5,,,,
0.549,3,Atta_3,151.0,758.1,301.6,46.4,-3.3,,,,
0.549,4,Atta_4,184.1,1020.2,299.9,-62.6,-8.8,,,,
0.549,5,Atta_5,201.3,1248.4,299.3,26.7,-10.0,,,,
0.549,6,Atta_6,164.4,1555.0,301.5,-27.2,-11.6,,,,
0.549,7,Atta_7,195.8,1787.8,305.1,29.6,-4.4,,,,
0.549,8,Atta_8,222.0,2021.8,304.8,-12.0,-3.4,,,,
0.549,9,Atta_9,162.2,2298.1,303.7,-84.6,-5.3,,,,
0.549,10,Atta_10,213.6,2556.6,301.6,-86.5,-8.9,,,,
0.684,1,Atta_1,208.1,281.8,296.2,-54.9,-5.2,,,,
0.684,2,Atta_2,209.9,565.1,297.0,-85.0,-3.4,,,,
0.684,3,Atta_3,198.9,801.7,298.2,-64.8,-3.4,,,,
