time,idrobot,robot,message
0.001,3,Atta_3,"DEBUG: -1, ID: 3, Atta_3 listo en puerto 6063"
0.001,1,Atta_1,"DEBUG: -1, ID: 1, Atta_1 listo en puerto 6061"
0.001,2,Atta_2,"DEBUG: -1, ID: 2, Atta_2 listo en puerto 6062"
0.001,4,Atta_4,"DEBUG: -1, ID: 4, Atta_4 listo en puerto 6064"
0.001,7,Atta_7,"DEBUG: -1, ID: 7, Atta_7 listo en puerto 6067"
0.001,5,Atta_5,"DEBUG: -1, ID: 5, Atta_5 listo en puerto 6065"
0.002,6,Atta_6,"DEBUG: -1, ID: 6, Atta_6 listo en puerto 6066"
0.002,8,Atta_8,"DEBUG: -1, ID: 8, Atta_8 listo en puerto 6068"
0.002,9,Atta_9,"DEBUG: -1, ID: 9, Atta_9 listo en puerto 6069"
0.002,10,Atta_10,"DEBUG: -1, ID: 10, Atta_10 listo en puerto 6070"
0.002,1,Atta_1,"DEBUG: -1, ID: 1, arena=3800x2800mm"
0.002,2,Atta_2,"DEBUG: -1, ID: 2, arena=3800x2800mm"
0.003,6,Atta_6,"DEBUG: -1, ID: 6, arena=3800x2800mm"
0.003,3,Atta_3,"DEBUG: -1, ID: 3, arena=3800x2800mm"
0.003,4,Atta_4,"DEBUG: -1, ID: 4, arena=3800x2800mm"
0.003,7,Atta_7,"DEBUG: -1, ID: 7, arena=3800x2800mm"
0.003,9,Atta_9,"DEBUG: -1, ID: 9, arena=3800x2800mm"
0.004,8,Atta_8,"DEBUG: -1, ID: 8, arena=3800x2800mm"
0.004,10,Atta_10,"DEBUG: -1, ID: 10, arena=3800x2800mm"
0.004,5,Atta_5,"DEBUG: -1, ID: 5, arena=3800x2800mm"
1.331,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,7,Atta_7,"DEBUG: -1, ID: 7, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,10,Atta_10,"DEBUG: -1, ID: 10, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.332,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
1.35,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=-90.0° real=-87.8° err=-2.2° corr#0"
3.916,4,Atta_4,"DEBUG: -1, ID: 4, ir_range=0.05m"
3.916,3,Atta_3,"DEBUG: -1, ID: 3, ir_range=0.05m"
3.916,2,Atta_2,"DEBUG: -1, ID: 2, ir_range=0.05m"
3.916,1,Atta_1,"DEBUG: -1, ID: 1, ir_range=0.05m"
3.916,5,Atta_5,"DEBUG: -1, ID: 5, ir_range=0.05m"
3.916,7,Atta_7,"DEBUG: -1, ID: 7, ir_range=0.05m"
3.916,6,Atta_6,"DEBUG: -1, ID: 6, ir_range=0.05m"
3.916,10,Atta_10,"DEBUG: -1, ID: 10, ir_range=0.05m"
3.916,8,Atta_8,"DEBUG: -1, ID: 8, ir_range=0.05m"
3.916,9,Atta_9,"DEBUG: -1, ID: 9, ir_range=0.05m"
4.916,1,Atta_1,"DEBUG: -1, ID: 1, Random walk: 60s"
4.916,5,Atta_5,"DEBUG: -1, ID: 5, Random walk: 60s"
4.917,4,Atta_4,"DEBUG: -1, ID: 4, Random walk: 60s"
4.917,3,Atta_3,"DEBUG: -1, ID: 3, Random walk: 60s"
4.917,2,Atta_2,"DEBUG: -1, ID: 2, Random walk: 60s"
4.917,6,Atta_6,"DEBUG: -1, ID: 6, Random walk: 60s"
4.917,8,Atta_8,"DEBUG: -1, ID: 8, Random walk: 60s"
4.917,7,Atta_7,"DEBUG: -1, ID: 7, Random walk: 60s"
4.917,9,Atta_9,"DEBUG: -1, ID: 9, Random walk: 60s"
4.917,10,Atta_10,"DEBUG: -1, ID: 10, Random walk: 60s"
5.519,6,Atta_6,"DEBUG: -1, ID: 6, MOVE interrumpido por IR — evasión +60°"
5.663,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=-30.0° real=-28.1° err=-1.9° corr#0"
5.848,7,Atta_7,"DEBUG: -1, ID: 7, MOVE interrumpido por IR — evasión +60°"
5.97,1,Atta_1,"DEBUG: -1, ID: 1, MOVE interrumpido por IR — evasión +60°"
6.005,6,Atta_6,"DEBUG: -1, ID: 6, Movimiento completado"
6.121,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=60.0° real=57.2° err=2.8° corr#0"
6.139,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
6.173,8,Atta_8,"DEBUG: -1, ID: 8, MOVE interrumpido por IR — evasión +60°"
6.306,2,Atta_2,"DEBUG: -1, ID: 2, MOVE interrumpido por IR — evasión +60°"
6.345,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
6.363,10,Atta_10,"DEBUG: -1, ID: 10, TURN IMU: objetivo=75.0° real=72.9° err=2.1° corr#0"
6.455,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
6.635,3,Atta_3,"DEBUG: -1, ID: 3, MOVE interrumpido por IR — evasión +60°"
6.662,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
6.782,2,Atta_2,"DEBUG: -1, ID: 2, Movimiento completado"
6.863,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=-30.0° real=-28.0° err=-2.0° corr#0"
6.949,4,Atta_4,"DEBUG: -1, ID: 4, MOVE interrumpido por IR — evasión +60°"
7.115,3,Atta_3,"DEBUG: -1, ID: 3, Movimiento completado"
7.178,9,Atta_9,"DEBUG: -1, ID: 9, Movimiento completado"
7.212,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
7.334,9,Atta_9,"DEBUG: -1, ID: 9, MOVE interrumpido por IR — evasión +60°"
7.449,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
7.526,7,Atta_7,"DEBUG: -1, ID: 7, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
7.665,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=60.0° real=57.6° err=2.4° corr#0"
7.828,9,Atta_9,"DEBUG: -1, ID: 9, Movimiento completado"
7.843,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
7.843,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
7.935,6,Atta_6,"DEBUG: -1, ID: 6, Movimiento completado"
7.99,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
8.085,5,Atta_5,"DEBUG: -1, ID: 5, Movimiento completado"
8.259,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
8.315,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
8.374,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
8.595,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
8.639,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
8.706,2,Atta_2,"DEBUG: -1, ID: 2, Movimiento completado"
9.025,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=60.0° real=57.3° err=2.7° corr#0"
9.037,3,Atta_3,"DEBUG: -1, ID: 3, Movimiento completado"
9.334,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
9.35,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
9.432,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=-30.0° real=-27.0° err=-3.0° corr#0"
9.583,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=60.0° real=57.8° err=2.2° corr#0"
9.677,7,Atta_7,"DEBUG: -1, ID: 7, TURN IMU: objetivo=75.0° real=73.0° err=2.0° corr#0"
9.751,9,Atta_9,"DEBUG: -1, ID: 9, Movimiento completado"
9.771,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=-60.0° real=-57.3° err=-2.7° corr#0"
9.914,8,Atta_8,"DEBUG: -1, ID: 8, MOVE interrumpido por IR — evasión -60°"
10.209,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=-60.0° real=-57.3° err=-2.7° corr#0"
10.246,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=-135.0° real=-132.4° err=-2.6° corr#0"
10.39,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=135.0° real=132.4° err=2.6° corr#0"
10.401,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
10.467,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=30.0° real=27.0° err=3.0° corr#0"
10.545,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
10.921,2,Atta_2,"DEBUG: -1, ID: 2, MOVE interrumpido por IR — evasión +60°"
10.997,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=-75.0° real=-72.3° err=-2.7° corr#0"
11.012,1,Atta_1,"DEBUG: -1, ID: 1, MOVE interrumpido por IR — evasión -60°"
11.169,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
11.426,2,Atta_2,"DEBUG: -1, ID: 2, Movimiento completado"
11.511,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
11.594,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=-60.0° real=-57.1° err=-2.9° corr#0"
11.663,5,Atta_5,"DEBUG: -1, ID: 5, MOVE interrumpido por IR — evasión -60°"
11.681,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=135.0° real=132.4° err=2.6° corr#0"
11.867,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=-90.0° real=-87.5° err=-2.5° corr#0"
11.901,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=90.0° real=87.5° err=2.5° corr#0"
12.143,7,Atta_7,"DEBUG: -1, ID: 7, TURN IMU: objetivo=45.0° real=42.7° err=2.3° corr#0"
12.156,5,Atta_5,"DEBUG: -1, ID: 5, Movimiento completado"
12.298,6,Atta_6,"DEBUG: -1, ID: 6, MOVE interrumpido por IR — evasión +60°"
12.336,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
12.607,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=60.0° real=57.3° err=2.7° corr#0"
12.657,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
12.716,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=-60.0° real=-57.9° err=-2.1° corr#0"
12.781,6,Atta_6,"DEBUG: -1, ID: 6, Movimiento completado"
12.797,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=-135.0° real=-132.3° err=-2.7° corr#0"
13.061,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=30.0° real=27.0° err=3.0° corr#0"
13.104,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=75.0° real=72.9° err=2.1° corr#0"
13.12,1,Atta_1,"DEBUG: -1, ID: 1, DEADLOCK (3 evasiones) — escape comprometido -95°"
13.157,3,Atta_3,"DEBUG: -1, ID: 3, MOVE interrumpido por IR — evasión +60°"
13.291,9,Atta_9,"DEBUG: -1, ID: 9, MOVE interrumpido por IR — evasión +60°"
13.335,2,Atta_2,"DEBUG: -1, ID: 2, Movimiento completado"
13.349,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=-60.0° real=-57.2° err=-2.8° corr#0"
13.657,3,Atta_3,"DEBUG: -1, ID: 3, Movimiento completado"
13.785,9,Atta_9,"DEBUG: -1, ID: 9, Movimiento completado"
13.943,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
13.978,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=60.0° real=57.2° err=2.8° corr#0"
14.039,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
14.079,10,Atta_10,"DEBUG: -1, ID: 10, TURN IMU: objetivo=-75.0° real=-72.9° err=-2.1° corr#0"
14.096,5,Atta_5,"DEBUG: -1, ID: 5, Movimiento completado"
14.332,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
14.558,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
14.73,6,Atta_6,"DEBUG: -1, ID: 6, Movimiento completado"
14.852,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=60.0° real=57.2° err=2.8° corr#0"
14.981,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=60.0° real=57.2° err=2.8° corr#0"
15.001,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=-90.0° real=-87.3° err=-2.7° corr#0"
15.066,5,Atta_5,"DEBUG: -1, ID: 5, TURN IMU: objetivo=-45.0° real=-42.6° err=-2.4° corr#0"
15.297,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
15.575,3,Atta_3,"DEBUG: -1, ID: 3, Movimiento completado"
15.704,9,Atta_9,"DEBUG: -1, ID: 9, Movimiento completado"
15.747,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=-75.0° real=-72.8° err=-2.2° corr#0"
15.761,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=-95.0° real=-92.2° err=-2.8° corr#0"
16.009,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=-75.0° real=-73.0° err=-2.0° corr#0"
16.026,8,Atta_8,"DEBUG: -1, ID: 8, DEADLOCK (3 evasiones) — escape comprometido -95°"
16.161,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=60.0° real=57.2° err=2.8° corr#0"
16.853,5,Atta_5,"DEBUG: -1, ID: 5, Movimiento completado"
16.907,1,Atta_1,"DEBUG: -1, ID: 1, MOVE interrumpido por IR — evasión -60°"
16.907,8,Atta_8,"DEBUG: -1, ID: 8, Movimiento completado"
16.955,7,Atta_7,"DEBUG: -1, ID: 7, TURN IMU: objetivo=180.0° real=177.1° err=2.9° corr#0"
17.072,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
17.182,4,Atta_4,"DEBUG: -1, ID: 4, MOVE interrumpido por IR — evasión -60°"
17.355,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=-60.0° real=-57.2° err=-2.8° corr#0"
17.375,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
17.67,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
17.726,6,Atta_6,"DEBUG: -1, ID: 6, TURN IMU: objetivo=-180.0° real=-177.2° err=-2.8° corr#0"
17.758,2,Atta_2,"DEBUG: -1, ID: 2, MOVE interrumpido por IR — evasión +60°"
18.152,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
18.249,2,Atta_2,"DEBUG: -1, ID: 2, Movimiento completado"
18.284,10,Atta_10,"DEBUG: -1, ID: 10, Movimiento completado"
18.465,3,Atta_3,"DEBUG: -1, ID: 3, TURN IMU: objetivo=-180.0° real=-177.2° err=-2.8° corr#0"
18.605,1,Atta_1,"DEBUG: -1, ID: 1, TURN IMU: objetivo=-60.0° real=-57.8° err=-2.2° corr#0"
18.619,1,Atta_1,"DEBUG: -1, ID: 1, MOVE interrumpido por IR — evasión -60°"
18.643,8,Atta_8,"DEBUG: -1, ID: 8, TURN IMU: objetivo=-95.0° real=-93.1° err=-1.9° corr#0"
18.693,9,Atta_9,"DEBUG: -1, ID: 9, TURN IMU: objetivo=180.0° real=177.2° err=2.8° corr#0"
18.856,4,Atta_4,"DEBUG: -1, ID: 4, TURN IMU: objetivo=-60.0° real=-57.2° err=-2.8° corr#0"
19.07,1,Atta_1,"DEBUG: -1, ID: 1, Movimiento completado"
19.378,7,Atta_7,"DEBUG: -1, ID: 7, Movimiento completado"
19.446,2,Atta_2,"DEBUG: -1, ID: 2, TURN IMU: objetivo=60.0° real=57.1° err=2.9° corr#0"
19.585,4,Atta_4,"DEBUG: -1, ID: 4, Movimiento completado"
19.662,6,Atta_6,"DEBUG: -1, ID: 6, MOVE interrumpido por IR — evasión -60°"
